y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh,arctic
41,0.386997,0.156529,0.000000,0.008377,0.069751,0.137953,0.183209,0.057184,0.000000
42,0.299770,0.181115,0.000000,0.010963,0.107140,0.154399,0.175035,0.071580,0.000000
43,0.232836,0.229223,0.000000,0.016677,0.139813,0.161586,0.139164,0.080700,0.000000
44,0.189095,0.249424,0.000000,0.022106,0.173897,0.154463,0.115594,0.095422,0.000000
45,0.149571,0.272404,0.000000,0.023271,0.191367,0.161526,0.096185,0.105676,0.000000
46,0.116862,0.265141,0.002270,0.057841,0.225642,0.150640,0.074185,0.107419,0.000000
47,0.076199,0.279123,0.003746,0.087529,0.244678,0.150023,0.051074,0.107629,0.000000
48,0.034639,0.289445,0.005985,0.112804,0.277476,0.142546,0.026297,0.110809,0.000000
49,0.000000,0.300965,0.007303,0.146064,0.295916,0.140745,0.000000,0.109007,0.000000
50,0.000000,0.273792,0.010004,0.167988,0.318493,0.133472,0.000000,0.096251,0.000000
51,0.000000,0.230527,0.012488,0.195400,0.345881,0.137903,0.000000,0.077801,0.000000
52,0.000000,0.200435,0.013870,0.225002,0.363068,0.131266,0.000000,0.066358,0.000000
53,0.000000,0.168272,0.014675,0.254164,0.386873,0.133699,0.000000,0.042316,0.000000
54,0.000000,0.164443,0.039127,0.283267,0.369095,0.095564,0.000000,0.048503,0.000000
55,0.000000,0.166986,0.057211,0.310923,0.354377,0.064407,0.000000,0.046096,0.000000
56,0.000000,0.177431,0.071155,0.329776,0.335431,0.033206,0.000000,0.053001,0.000000
57,0.000000,0.192354,0.085930,0.354563,0.308336,0.004503,0.000000,0.054315,0.000000
58,0.000000,0.161108,0.102001,0.374375,0.313600,0.003335,0.000000,0.045581,0.000000
59,0.000000,0.143758,0.114932,0.410047,0.294189,0.002039,0.000000,0.035036,0.000000
60,0.000000,0.114038,0.125262,0.438273,0.294084,0.000666,0.000000,0.027677,0.000000
61,0.000000,0.102055,0.118867,0.456396,0.303018,0.000000,0.000000,0.019664,0.000000
62,0.000000,0.098384,0.113821,0.448595,0.320881,0.000000,0.000000,0.018318,0.000000
63,0.000000,0.093335,0.111014,0.451411,0.324476,0.000000,0.000000,0.019765,0.000000
64,0.000000,0.103271,0.106972,0.430158,0.341691,0.000000,0.000000,0.017908,0.000000
65,0.000000,0.096721,0.093716,0.401503,0.390164,0.000000,0.000000,0.017896,0.000000
66,0.000000,0.079852,0.085316,0.384981,0.431165,0.000000,0.000000,0.018685,0.000000
66,0.000000,0.079852,0.085316,0.384981,0.431165,0.000000,0.000000,0.018685,0.000000
66,0.000000,0.079852,0.085316,0.384981,0.431165,0.000000,0.000000,0.018685,0.000000
66,0.000000,0.079852,0.085316,0.384981,0.431165,0.000000,0.000000,0.018685,0.000000
66,0.000000,0.079852,0.085316,0.384981,0.431165,0.000000,0.000000,0.018685,0.000000
